Record number	ORF	Batch	Collection	Plate	Row	Col	Comment
31868	YOR092W	chr15_1	Hom Dip	20	F	8	
31869	YOR093C	chr15_1	Hom Dip	20	F	9	
31870	YOR094W	chr15_1	Hom Dip	20	F	10	
32353	YOR097C	chr15_2	Hom Dip	20	F	11	
32355	YOR099W	chr15_2	Hom Dip	20	F	12	
32356	YOR100C	chr15_2	Hom Dip	20	G	1	
32357	YOR101W	chr15_2	Hom Dip	20	G	2	
32360	YOR104W	chr15_2	Hom Dip	20	G	3	
32361	YOR105W	chr15_2	Hom Dip	20	G	4	
32362	YOR106W	chr15_2	Hom Dip	20	G	5	
32363	YOR107W	chr15_2	Hom Dip	20	G	6	
32364	YOR108W	chr15_2	Hom Dip	20	G	7	
32365	YOR109W	chr15_2	Hom Dip	20	G	8	
32367	YOR111W	chr15_2	Hom Dip	20	G	9	
32368	YOR112W	chr15_2	Hom Dip	20	G	10	
32369	YOR113W	chr15_2	Hom Dip	20	G	11	
32370	YOR114W	chr15_2	Hom Dip	20	G	12	
32371	YOR115C	chr15_2	Hom Dip	20	H	1	
32374	YOR118W	chr15_2	Hom Dip	20	H	2	
32376	YOR120W	chr15_2	Hom Dip	20	H	3	
32377	YOR121C	chr15_2	Hom Dip	20	H	4	
32379	YOR123C	chr15_2	Hom Dip	20	H	5	
32380	YOR124C	chr15_2	Hom Dip	20	H	6	
32382	YOR126C	chr15_2	Hom Dip	20	H	7	
32383	YOR127W	chr15_2	Hom Dip	20	H	8	
32385	YOR129C	chr15_2	Hom Dip	20	H	9	
32386	YOR130C	chr15_2	Hom Dip	20	H	10	
32387	YOR131C	chr15_2	Hom Dip	20	H	11	
32388	YOR132W	chr15_2	Hom Dip	20	H	12	
32389	YOR133W	chr15_2	Hom Dip	21	A	1	
32390	YOR134W	chr15_2	Hom Dip	21	A	2	
32391	YOR135C	chr15_2	Hom Dip	21	A	3	
32392	YOR136W	chr15_2	Hom Dip	21	A	4	
32393	YOR137C	chr15_2	Hom Dip	21	A	5	
32394	YOR138C	chr15_2	Hom Dip	21	A	6	
32395	YOR139C	chr15_2	Hom Dip	21	A	7	
32396	YOR140W	chr15_2	Hom Dip	21	A	8	Uncharacterized content
32398	YOR142W	chr15_2	Hom Dip	21	A	9	
32400	YOR144C	chr15_2	Hom Dip	21	A	10	
32408	YOR152C	chr15_2	Hom Dip	21	A	11	
32409	YOR153W	chr15_2	Hom Dip	21	A	12	
32410	YOR154W	chr15_2	Hom Dip	21	B	1	
32412	YOR156C	chr15_2	Hom Dip	21	B	2	
32417	YOR161C	chr15_2	Hom Dip	21	B	3	
32418	YOR162C	chr15_2	Hom Dip	21	B	4	
32419	YOR163W	chr15_2	Hom Dip	21	B	5	
32420	YOR164C	chr15_2	Hom Dip	21	B	6	
32421	YOR165W	chr15_2	Hom Dip	21	B	7	
32422	YOR166C	chr15_2	Hom Dip	21	B	8	
32423	YOR167C	chr15_2	Hom Dip	21	B	10	
32426	YOR170W	chr15_2	Hom Dip	21	B	11	
32427	YOR171C	chr15_2	Hom Dip	21	B	12	
32428	YOR172W	chr15_2	Hom Dip	21	C	1	
32429	YOR173W	chr15_2	Hom Dip	21	C	2	
32431	YOR175C	chr15_2	Hom Dip	21	C	3	
	YOR176W		Hom Dip	21	C	4	Uncharacterized content
32433	YOR177C	chr15_2	Hom Dip	21	C	5	
32434	YOR178C	chr15_2	Hom Dip	21	C	6	
32438	YOR182C	chr15_2	Hom Dip	21	C	7	
32439	YOR183W	chr15_2	Hom Dip	21	C	8	
32440	YOR184W	chr15_2	Hom Dip	21	C	9	
32441	YOR185C	chr15_2	Hom Dip	21	C	10	
32442	YOR186W	chr15_2	Hom Dip	21	C	11	
32444	YOR188W	chr15_2	Hom Dip	21	C	12	
32445	YOR189W	chr15_2	Hom Dip	21	D	1	
32446	YOR190W	chr15_2	Hom Dip	21	D	2	
32447	YOR191W	chr15_2	Hom Dip	21	D	3	
32448	YOR192C	chr15_2	Hom Dip	21	D	4	
32449	YOR193W	chr15_3	Hom Dip	21	D	5	
32451	YOR195W	chr15_3	Hom Dip	21	D	6	
32452	YOR196C	chr15_3	Hom Dip	21	D	7	Uncharacterized content
32453	YOR197W	chr15_3	Hom Dip	21	D	8	
32454	YOR198C	chr15_3	Hom Dip	21	D	9	
32455	YOR199W	chr15_3	Hom Dip	21	D	10	Uncharacterized content
32456	YOR200W	chr15_3	Hom Dip	21	D	11	Uncharacterized content
32457	YOR201C	chr15_3	Hom Dip	21	D	12	Uncharacterized content
32458	YOR202W	chr15_3	Hom Dip	21	E	1	
32461	YOR205C	chr15_3	Hom Dip	21	E	2	Uncharacterized content
32464	YOR208W	chr15_3	Hom Dip	21	E	3	
32465	YOR209C	chr15_3	Hom Dip	21	E	4	
32467	YOR211C	chr15_3	Hom Dip	21	E	5	Uncharacterized content
32469	YOR213C	chr15_3	Hom Dip	21	E	6	
32470	YOR214C	chr15_3	Hom Dip	21	E	7	
32471	YOR215C	chr15_3	Hom Dip	21	E	8	
32472	YOR216C	chr15_3	Hom Dip	21	E	9	
32475	YOR219C	chr15_3	Hom Dip	21	E	10	
32476	YOR220W	chr15_3	Hom Dip	21	E	11	
32477	YOR221C	chr15_3	Hom Dip	21	E	12	
32478	YOR222W	chr15_3	Hom Dip	21	F	1	
32479	YOR223W	chr15_3	Hom Dip	21	F	2	
32481	YOR225W	chr15_3	Hom Dip	21	F	3	
32482	YOR226C	chr15_3	Hom Dip	21	F	4	
32483	YOR227W	chr15_3	Hom Dip	21	F	5	
32484	YOR228C	chr15_3	Hom Dip	21	F	6	
32485	YOR229W	chr15_3	Hom Dip	21	F	7	
32486	YOR230W	chr15_3	Hom Dip	21	F	8	
32487	YOR231W	chr15_3	Hom Dip	21	F	9	
32489	YOR233W	chr15_3	Hom Dip	21	F	10	
32490	YOR234C	chr15_3	Hom Dip	21	F	11	
32491	YOR235W	chr15_3	Hom Dip	21	F	12	
32493	YOR237W	chr15_3	Hom Dip	21	G	1	
32494	YOR238W	chr15_3	Hom Dip	21	G	2	
32495	YOR239W	chr15_3	Hom Dip	21	G	3	
32496	YOR240W	chr15_3	Hom Dip	21	G	4	
32497	YOR241W	chr15_3	Hom Dip	21	G	5	Uncharacterized content
32498	YOR242C	chr15_3	Hom Dip	21	G	6	
32499	YOR243C	chr15_3	Hom Dip	21	G	7	
32501	YOR245C	chr15_3	Hom Dip	21	G	8	
32502	YOR246C	chr15_3	Hom Dip	21	G	9	
32503	YOR247W	chr15_3	Hom Dip	21	G	10	
32504	YOR248W	chr15_3	Hom Dip	21	G	11	
32507	YOR251C	chr15_3	Hom Dip	21	G	12	
32508	YOR252W	chr15_3	Hom Dip	21	H	1	
32509	YOR253W	chr15_3	Hom Dip	21	H	2	
32511	YOR255W	chr15_3	Hom Dip	21	H	3	
32514	YOR258W	chr15_3	Hom Dip	21	H	4	
32519	YOR263C	chr15_3	Hom Dip	21	H	5	
32520	YOR264W	chr15_3	Hom Dip	21	H	6	
32533	YOR277C	chr15_3	Hom Dip	21	H	7	
32535	YOR279C	chr15_3	Hom Dip	21	H	8	
32536	YOR280C	chr15_3	Hom Dip	21	H	9	
32539	YOR283W	chr15_3	Hom Dip	21	H	10	
32540	YOR284W	chr15_3	Hom Dip	21	H	11	
32541	YOR285W	chr15_3	Hom Dip	21	H	12	
32542	YOR286W	chr15_3	Hom Dip	22	A	1	
32544	YOR288C	chr15_3	Hom Dip	22	A	2	
31585	YOR289W	chr15_4	Hom Dip	22	A	3	
31586	YOR290C	chr15_4	Hom Dip	22	A	4	
31587	YOR291W	chr15_4	Hom Dip	22	A	5	
31588	YOR292C	chr15_4	Hom Dip	22	A	6	
31589	YOR293W	chr15_4	Hom Dip	22	A	7	
31591	YOR295W	chr15_4	Hom Dip	22	A	8	
31592	YOR296W	chr15_4	Hom Dip	22	A	9	
31593	YOR297C	chr15_4	Hom Dip	22	A	10	
31594	YOR298W	chr15_4	Hom Dip	22	A	11	
31595	YOR299W	chr15_4	Hom Dip	22	A	12	
31597	YOR301W	chr15_4	Hom Dip	22	B	1	
31600	YOR304C-A	chr15_4	Hom Dip	22	B	2	
31601	YOR304W	chr15_4	Hom Dip	22	B	3	
31602	YOR305W	chr15_4	Hom Dip	22	B	4	Uncharacterized content
31604	YOR307C	chr15_4	Hom Dip	22	B	5	
31605	YOR308C	chr15_4	Hom Dip	22	B	6	
31608	YOR311C	chr15_4	Hom Dip	22	B	7	
31609	YOR312C	chr15_4	Hom Dip	22	B	8	
31610	YOR313C	chr15_4	Hom Dip	22	B	9	
31611	YOR314W	chr15_4	Hom Dip	22	B	11	
31612	YOR315W	chr15_4	Hom Dip	22	B	12	
31613	YOR316C	chr15_4	Hom Dip	22	C	1	
31615	YOR318C	chr15_4	Hom Dip	22	C	2	
31617	YOR320C	chr15_4	Hom Dip	22	C	3	
31618	YOR321W	chr15_4	Hom Dip	22	C	4	
31619	YOR322C	chr15_4	Hom Dip	22	C	5	
31620	YOR323C	chr15_4	Hom Dip	22	C	6	
31621	YOR324C	chr15_4	Hom Dip	22	C	7	
31624	YOR327C	chr15_4	Hom Dip	22	C	8	
31625	YOR328W	chr15_4	Hom Dip	22	C	9	
31627	YOR330C	chr15_4	Hom Dip	22	C	10	Uncharacterized content
31629	YOR332W	chr15_4	Hom Dip	22	C	11	Uncharacterized content
31631	YOR334W	chr15_4	Hom Dip	22	C	12	
31634	YOR337W	chr15_4	Hom Dip	22	D	1	
31635	YOR338W	chr15_4	Hom Dip	22	D	2	
31636	YOR339C	chr15_4	Hom Dip	22	D	3	
31639	YOR342C	chr15_4	Hom Dip	22	D	4	
31640	YOR343C	chr15_4	Hom Dip	22	D	5	
31641	YOR344C	chr15_4	Hom Dip	22	D	6	
31643	YOR346W	chr15_4	Hom Dip	22	D	7	
31644	YOR347C	chr15_4	Hom Dip	22	D	8	
31645	YOR348C	chr15_4	Hom Dip	22	D	9	
31646	YOR349W	chr15_4	Hom Dip	22	D	10	
31647	YOR350C	chr15_4	Hom Dip	22	D	11	
31648	YOR351C	chr15_4	Hom Dip	22	D	12	
31649	YOR352W	chr15_4	Hom Dip	22	E	1	
31651	YOR354C	chr15_4	Hom Dip	22	E	2	
31652	YOR355W	chr15_4	Hom Dip	22	E	3	
31653	YOR356W	chr15_4	Hom Dip	22	E	4	
31654	YOR357C	chr15_4	Hom Dip	22	E	5	
31655	YOR358W	chr15_4	Hom Dip	22	E	6	
31656	YOR359W	chr15_4	Hom Dip	22	E	7	
31657	YOR360C	chr15_4	Hom Dip	22	E	8	
31660	YOR363C	chr15_4	Hom Dip	22	E	9	
31661	YOR364W		Hom Dip	22	E	10	Uncharacterized content
31662	YOR365C	chr15_4	Hom Dip	22	E	11	
31664	YOR367W	chr15_4	Hom Dip	22	E	12	
31665	YOR368W	chr15_4	Hom Dip	22	F	1	
31666	YOR369C	chr15_4	Hom Dip	22	F	2	
31668	YOR371C	chr15_4	Hom Dip	22	F	3	
31671	YOR374W	chr15_4	Hom Dip	22	F	4	
31672	YOR375C	chr15_4	Hom Dip	22	F	5	
31673	YOR376W	chr15_4	Hom Dip	22	F	6	
31674	YOR377W	chr15_4	Hom Dip	22	F	7	
31675	YOR378W	chr15_4	Hom Dip	22	F	8	
31677	YOR380W	chr15_4	Hom Dip	22	F	9	
31678	YOR381W	chr15_4	Hom Dip	22	F	10	
31679	YOR382W	chr15_4	Hom Dip	22	F	11	
31680	YOR383C	chr15_4	Hom Dip	22	F	12	
31681	YOR384W	chr15_5	Hom Dip	22	G	1	
31682	YOR385W	chr15_5	Hom Dip	22	G	2	
31683	YOR386W	chr15_5	Hom Dip	22	G	3	
31692	YOL001W	chr15_5	Hom Dip	22	G	4	
31693	YOL002C	chr15_5	Hom Dip	22	G	5	
31694	YOL003C	chr15_5	Hom Dip	22	G	6	
31695	YOL004W	chr15_5	Hom Dip	22	G	7	
31697	YOL006C	chr15_5	Hom Dip	22	G	8	
31698	YOL007C	chr15_5	Hom Dip	22	G	9	
31699	YOL008W	chr15_5	Hom Dip	22	G	10	
31700	YOL009C	chr15_5	Hom Dip	22	G	11	Uncharacterized content
31702	YOL011W	chr15_5	Hom Dip	22	G	12	
31703	YOL012C	chr15_5	Hom Dip	22	H	1	
31704	YOL013C	chr15_5	Hom Dip	22	H	2	
31705	YOL014W	chr15_5	Hom Dip	22	H	3	
31706	YOL015W	chr15_5	Hom Dip	22	H	4	
31708	YOL017W	chr15_5	Hom Dip	22	H	5	
31709	YOL018C	chr15_5	Hom Dip	22	H	6	
31710	YOL019W	chr15_5	Hom Dip	22	H	7	
31711	YOL020W	chr15_5	Hom Dip	22	H	8	
31714	YOL023W	chr15_5	Hom Dip	22	H	9	Uncharacterized content
31715	YOL024W	chr15_5	Hom Dip	22	H	10	
31716	YOL025W	chr15_5	Hom Dip	22	H	11	
31718	YOL027C	chr15_5	Hom Dip	22	H	12	
31719	YOL028C	chr15_5	Hom Dip	23	A	1	
31720	YOL029C	chr15_5	Hom Dip	23	A	2	
31721	YOL030W	chr15_5	Hom Dip	23	A	3	
31722	YOL031C	chr15_5	Hom Dip	23	A	4	
31723	YOL032W	chr15_5	Hom Dip	23	A	5	
31724	YOL033W	chr15_5	Hom Dip	23	A	6	Uncharacterized content
31726	YOL035C	chr15_5	Hom Dip	23	A	7	
31727	YOL036W	chr15_5	Hom Dip	23	A	8	
31728	YOL037C	chr15_5	Hom Dip	23	A	9	
31730	YOL039W	chr15_5	Hom Dip	23	A	10	
31732	YOL041C	chr15_5	Hom Dip	23	A	11	
31733	YOL042W	chr15_5	Hom Dip	23	A	12	
31734	YOL043C	chr15_5	Hom Dip	23	B	1	
31735	YOL044W	chr15_5	Hom Dip	23	B	2	
31736	YOL045W	chr15_5	Hom Dip	23	B	3	
31737	YOL046C	chr15_5	Hom Dip	23	B	4	
31738	YOL047C	chr15_5	Hom Dip	23	B	5	
31739	YOL048C	chr15_5	Hom Dip	23	B	6	
31740	YOL049W	chr15_5	Hom Dip	23	B	7	
31741	YOL050C	chr15_5	Hom Dip	23	B	8	
31742	YOL051W	chr15_5	Hom Dip	23	B	9	Uncharacterized content
31743	YOL052C	chr15_5	Hom Dip	23	B	10	
31744	YOL053C-A	chr15_5	Hom Dip	23	B	12	
31745	YOL053W	chr15_5	Hom Dip	23	C	1	
31746	YOL054W	chr15_5	Hom Dip	23	C	2	
31747	YOL055C	chr15_5	Hom Dip	23	C	3	
31748	YOL056W	chr15_5	Hom Dip	23	C	4	
31749	YOL057W	chr15_5	Hom Dip	23	C	5	
31750	YOL058W	chr15_5	Hom Dip	23	C	6	
31751	YOL059W	chr15_5	Hom Dip	23	C	7	
31752	YOL060C	chr15_5	Hom Dip	23	C	8	
31753	YOL061W	chr15_5	Hom Dip	23	C	9	
31754	YOL062C	chr15_5	Hom Dip	23	C	10	
31755	YOL063C	chr15_5	Hom Dip	23	C	11	
31756	YOL064C	chr15_5	Hom Dip	23	C	12	
31757	YOL065C	chr15_5	Hom Dip	23	D	1	
31759	YOL067C	chr15_5	Hom Dip	23	D	2	
31760	YOL068C	chr15_5	Hom Dip	23	D	3	
31762	YOL070C	chr15_5	Hom Dip	23	D	4	
31763	YOL071W	chr15_5	Hom Dip	23	D	5	
31764	YOL072W	chr15_5	Hom Dip	23	D	6	
31766	YOL075C	chr15_5	Hom Dip	23	D	7	
31767	YOL076W	chr15_5	Hom Dip	23	D	8	
31770	YOL079W	chr15_5	Hom Dip	23	D	9	
31771	YOL080C	chr15_5	Hom Dip	23	D	10	
31772	YOL081W	chr15_5	Hom Dip	23	D	11	
31773	YOL082W	chr15_5	Hom Dip	23	D	12	
31774	YOL083W	chr15_5	Hom Dip	23	E	1	
31775	YOL084W	chr15_5	Hom Dip	23	E	2	
31776	YOL085C	chr15_5	Hom Dip	23	E	3	
31018	YPL274W	chr16_1	Hom Dip	23	E	4	
31019	YPL273W	chr16_1	Hom Dip	23	E	5	
31020	YPL272C	chr16_1	Hom Dip	23	E	6	
31021	YPL271W	chr16_1	Hom Dip	23	E	7	Uncharacterized content
31022	YPL270W	chr16_1	Hom Dip	23	E	8	
31023	YPL269W	chr16_1	Hom Dip	23	E	9	
31025	YPL267W	chr16_1	Hom Dip	23	E	10	
31027	YPL265W	chr16_1	Hom Dip	23	E	11	
31028	YPL264C	chr16_1	Hom Dip	23	E	12	
31029	YPL263C	chr16_1	Hom Dip	23	F	1	
31030	YPL262W	chr16_1	Hom Dip	23	F	2	Uncharacterized content
31031	YPL260W	chr16_1	Hom Dip	23	F	3	
31032	YPL261C	chr16_1	Hom Dip	23	F	4	
31033	YPL259C	chr16_1	Hom Dip	23	F	5	
31034	YPL258C	chr16_1	Hom Dip	23	F	6	
31035	YPL257W	chr16_1	Hom Dip	23	F	7	
31036	YPL256C	chr16_1	Hom Dip	23	F	8	
31038	YPL254W	chr16_1	Hom Dip	23	F	9	Uncharacterized content
31039	YPL253C	chr16_1	Hom Dip	23	F	10	
31042	YPL250C	chr16_1	Hom Dip	23	F	11	
31043	YPL249C	chr16_1	Hom Dip	23	F	12	
31044	YPL248C	chr16_1	Hom Dip	23	G	1	
31045	YPL247C	chr16_1	Hom Dip	23	G	2	
31046	YPL246C	chr16_1	Hom Dip	23	G	3	
31047	YPL245W	chr16_1	Hom Dip	23	G	4	
31048	YPL244C	chr16_1	Hom Dip	23	G	5	
31051	YPL241C	chr16_1	Hom Dip	23	G	6	
31052	YPL240C	chr16_1	Hom Dip	23	G	7	
31053	YPL239W	chr16_1	Hom Dip	23	G	8	
31056	YPL236C	chr16_1	Hom Dip	23	G	9	
31058	YPL234C	chr16_1	Hom Dip	23	G	10	
31060	YPL232W	chr16_1	Hom Dip	23	G	11	
31062	YPL230W	chr16_1	Hom Dip	23	G	12	
31063	YPL229W	chr16_1	Hom Dip	23	H	1	
31065	YPL227C	chr16_1	Hom Dip	23	H	2	
31066	YPL226W	chr16_1	Hom Dip	23	H	3	
31067	YPL225W	chr16_1	Hom Dip	23	H	4	
31069	YPL223C	chr16_1	Hom Dip	23	H	5	
31070	YPL222W	chr16_1	Hom Dip	23	H	6	
31071	YPL221W	chr16_1	Hom Dip	23	H	7	
31072	YPL220W	chr16_1	Hom Dip	23	H	8	
31073	YPL219W	chr16_1	Hom Dip	23	H	9	
31076	YPL216W	chr16_1	Hom Dip	23	H	10	
31077	YPL215W	chr16_1	Hom Dip	23	H	11	Uncharacterized content
31078	YPL214C	chr16_1	Hom Dip	23	H	12	
31079	YPL213W	chr16_1	Hom Dip	24	A	1	
31080	YPL212C	chr16_1	Hom Dip	24	A	2	
31084	YPL208W	chr16_1	Hom Dip	24	A	3	
31085	YPL207W	chr16_1	Hom Dip	24	A	4	
31086	YPL206C	chr16_1	Hom Dip	24	A	5	
31087	YPL205C	chr16_1	Hom Dip	24	A	6	
31089	YPL203W	chr16_1	Hom Dip	24	A	7	
31090	YPL202C	chr16_1	Hom Dip	24	A	8	
31091	YPL201C	chr16_1	Hom Dip	24	A	9	
31092	YPL200W	chr16_1	Hom Dip	24	A	10	
31093	YPL199C	chr16_1	Hom Dip	24	A	11	
31094	YPL198W	chr16_1	Hom Dip	24	A	12	
31095	YPL197C	chr16_1	Hom Dip	24	B	1	
31096	YPL196W	chr16_1	Hom Dip	24	B	2	
31097	YPL195W	chr16_1	Hom Dip	24	B	3	
31099	YPL193W	chr16_1	Hom Dip	24	B	4	Uncharacterized content
31100	YPL192C	chr16_1	Hom Dip	24	B	5	
31101	YPL191C	chr16_1	Hom Dip	24	B	6	
31104	YPL188W	chr16_1	Hom Dip	24	B	7	
32065	YPL187W	chr16_2	Hom Dip	24	B	8	
32066	YPL185W	chr16_2	Hom Dip	24	B	9	
32067	YPL186C	chr16_2	Hom Dip	24	B	10	
32068	YPL184C	chr16_2	Hom Dip	24	B	11	
32070	YPL181W	chr16_2	Hom Dip	24	C	1	
32071	YPL182C	chr16_2	Hom Dip	24	C	2	
32072	YPL180W	chr16_2	Hom Dip	24	C	3	
32073	YPL179W	chr16_2	Hom Dip	24	C	4	
32074	YPL178W	chr16_2	Hom Dip	24	C	5	
32075	YPL177C	chr16_2	Hom Dip	24	C	6	
32076	YPL176C	chr16_2	Hom Dip	24	C	7	
32078	YPL174C	chr16_2	Hom Dip	24	C	8	
32079	YPL173W	chr16_2	Hom Dip	24	C	9	Uncharacterized content
32080	YPL172C	chr16_2	Hom Dip	24	C	10	
32081	YPL171C	chr16_2	Hom Dip	24	C	11	
32082	YPL170W	chr16_2	Hom Dip	24	C	12	
32084	YPL168W	chr16_2	Hom Dip	24	D	1	
32085	YPL167C	chr16_2	Hom Dip	24	D	2	
32086	YPL166W	chr16_2	Hom Dip	24	D	3	
32087	YPL165C	chr16_2	Hom Dip	24	D	4	
32088	YPL164C	chr16_2	Hom Dip	24	D	5	
32089	YPL163C	chr16_2	Hom Dip	24	D	6	
32090	YPL162C	chr16_2	Hom Dip	24	D	7	
32091	YPL161C	chr16_2	Hom Dip	24	D	8	
32093	YPL159C	chr16_2	Hom Dip	24	D	9	
32095	YPL157W	chr16_2	Hom Dip	24	D	10	
32096	YPL156C	chr16_2	Hom Dip	24	D	11	
32097	YPL155C	chr16_2	Hom Dip	24	D	12	
32098	YPL154C	chr16_2	Hom Dip	24	E	1	
32100	YPL152W	chr16_2	Hom Dip	24	E	2	
32102	YPL150W	chr16_2	Hom Dip	24	E	3	
32103	YPL149W	chr16_2	Hom Dip	24	E	4	
32105	YPL147W	chr16_2	Hom Dip	24	E	5	
32107	YPL145C	chr16_2	Hom Dip	24	E	6	
32108	YPL144W	chr16_2	Hom Dip	24	E	7	
32111	YPL141C	chr16_2	Hom Dip	24	E	8	
32112	YPL140C	chr16_2	Hom Dip	24	E	9	
32113	YPL139C	chr16_2	Hom Dip	24	E	10	
32114	YPL138C	chr16_2	Hom Dip	24	E	11	
32115	YPL136W	chr16_2	Hom Dip	24	E	12	
32117	YPL135W	chr16_2	Hom Dip	24	F	1	
32119	YPL133C	chr16_2	Hom Dip	24	F	2	
32122	YPL130W	chr16_2	Hom Dip	24	F	3	
32123	YPL129W	chr16_2	Hom Dip	24	F	4	Uncharacterized content
32125	YPL127C	chr16_2	Hom Dip	24	F	5	
32127	YPL125W	chr16_2	Hom Dip	24	F	6	Uncharacterized content
32129	YPL123C	chr16_2	Hom Dip	24	F	7	
32131	YPL121C	chr16_2	Hom Dip	24	F	8	
32132	YPL120W	chr16_2	Hom Dip	24	F	9	
32133	YPL119C	chr16_2	Hom Dip	24	F	10	
32134	YPL118W	chr16_2	Hom Dip	24	F	11	Uncharacterized content
32136	YPL116W	chr16_2	Hom Dip	24	F	12	
32137	YPL115C	chr16_2	Hom Dip	24	G	1	
32138	YPL114W	chr16_2	Hom Dip	24	G	2	
32139	YPL113C	chr16_2	Hom Dip	24	G	3	
32140	YPL112C	chr16_2	Hom Dip	24	G	4	
32141	YPL111W	chr16_2	Hom Dip	24	G	5	
32142	YPL110C	chr16_2	Hom Dip	24	G	6	
32143	YPL109C	chr16_2	Hom Dip	24	G	7	
32144	YPL108W	chr16_2	Hom Dip	24	G	8	
32145	YPL107W	chr16_2	Hom Dip	24	G	9	
32146	YPL106C	chr16_2	Hom Dip	24	G	10	
32147	YPL105C	chr16_2	Hom Dip	24	G	11	
32148	YPL104W	chr16_2	Hom Dip	24	G	12	Uncharacterized content
32149	YPL103C	chr16_2	Hom Dip	24	H	1	
32150	YPL101W	chr16_2	Hom Dip	24	H	2	
32151	YPL102C	chr16_2	Hom Dip	24	H	3	
32152	YPL100W	chr16_2	Hom Dip	24	H	4	
32153	YPL099C	chr16_2	Hom Dip	24	H	5	
32154	YPL098C	chr16_2	Hom Dip	24	H	6	
32155	YPL097W	chr16_2	Hom Dip	24	H	7	Uncharacterized content
32156	YPL096W	chr16_2	Hom Dip	24	H	8	
32157	YPL095C	chr16_2	Hom Dip	24	H	9	
32160	YPL092W	chr16_2	Hom Dip	24	H	10	
32737	YPL091W	chr16_3	Hom Dip	24	H	11	
32738	YPL090C	chr16_3	Hom Dip	24	H	12	
32739	YPL089C	chr16_3	Hom Dip	25	A	1	
32740	YPL088W	chr16_3	Hom Dip	25	A	2	
32741	YPL087W	chr16_3	Hom Dip	25	A	3	
32742	YPL086C	chr16_3	Hom Dip	25	A	4	
32744	YPL084W	chr16_3	Hom Dip	25	A	5	
32747	YPL081W	chr16_3	Hom Dip	25	A	6	
32748	YPL080C	chr16_3	Hom Dip	25	A	7	
32749	YPL079W	chr16_3	Hom Dip	25	A	8	
32751	YPL077C	chr16_3	Hom Dip	25	A	9	
32754	YPL074W	chr16_3	Hom Dip	25	A	10	
32755	YPL072W	chr16_3	Hom Dip	25	A	11	
32756	YPL073C	chr16_3	Hom Dip	25	A	12	
32757	YPL071C	chr16_3	Hom Dip	25	B	1	
32758	YPL070W	chr16_3	Hom Dip	25	B	2	
32759	YPL069C	chr16_3	Hom Dip	25	B	3	
32760	YPL068C	chr16_3	Hom Dip	25	B	4	
32761	YPL067C	chr16_3	Hom Dip	25	B	5	
32762	YPL066W	chr16_3	Hom Dip	25	B	6	
32763	YPL065W	chr16_3	Hom Dip	25	B	7	
32764	YPL064C	chr16_3	Hom Dip	25	B	8	
32766	YPL062W	chr16_3	Hom Dip	25	B	9	
32767	YPL061W	chr16_3	Hom Dip	25	B	10	
32768	YPL060W	chr16_3	Hom Dip	25	B	11	
32769	YPL059W	chr16_3	Hom Dip	25	B	12	
32770	YPL058C	chr16_3	Hom Dip	25	C	2	
32771	YPL057C	chr16_3	Hom Dip	25	C	3	
32772	YPL056C	chr16_3	Hom Dip	25	C	4	
32773	YPL055C	chr16_3	Hom Dip	25	C	5	
32774	YPL054W	chr16_3	Hom Dip	25	C	6	
32775	YPL053C	chr16_3	Hom Dip	25	C	7	
32776	YPL052W	chr16_3	Hom Dip	25	C	8	
32777	YPL051W	chr16_3	Hom Dip	25	C	9	
32778	YPL050C	chr16_3	Hom Dip	25	C	10	Uncharacterized content
32779	YPL049C	chr16_3	Hom Dip	25	C	11	
32780	YPL048W	chr16_3	Hom Dip	25	C	12	
32781	YPL047W	chr16_3	Hom Dip	25	D	1	
32782	YPL046C	chr16_3	Hom Dip	25	D	2	
32783	YPL045W	chr16_3	Hom Dip	25	D	3	Uncharacterized content
32786	YPL042C	chr16_3	Hom Dip	25	D	4	Uncharacterized content
32787	YPL041C	chr16_3	Hom Dip	25	D	5	
32788	YPL040C	chr16_3	Hom Dip	25	D	6	Uncharacterized content
32789	YPL039W	chr16_3	Hom Dip	25	D	7	
32790	YPL038W	chr16_3	Hom Dip	25	D	8	
32791	YPL037C	chr16_3	Hom Dip	25	D	9	
32794	YPL035C	chr16_3	Hom Dip	25	D	10	
32795	YPL033C	chr16_3	Hom Dip	25	D	11	
32796	YPL032C	chr16_3	Hom Dip	25	D	12	
32797	YPL031C	chr16_3	Hom Dip	25	E	1	
32798	YPL030W	chr16_3	Hom Dip	25	E	2	
32799	YPL029W	chr16_3	Hom Dip	25	E	3	Uncharacterized content
32802	YPL026C	chr16_3	Hom Dip	25	E	4	
32803	YPL025C	chr16_3	Hom Dip	25	E	5	
32804	YPL024W	chr16_3	Hom Dip	25	E	6	
32805	YPL023C	chr16_3	Hom Dip	25	E	7	
32806	YPL022W	chr16_3	Hom Dip	25	E	8	
32807	YPL021W	chr16_3	Hom Dip	25	E	9	
32809	YPL019C	chr16_3	Hom Dip	25	E	10	
32810	YPL018W	chr16_3	Hom Dip	25	E	11	
32813	YPL015C	chr16_3	Hom Dip	25	E	12	
32814	YPL014W	chr16_3	Hom Dip	25	F	1	
32815	YPL013C	chr16_3	Hom Dip	25	F	2	Uncharacterized content
32819	YPL009C	chr16_3	Hom Dip	25	F	3	
32820	YPL008W	chr16_3	Hom Dip	25	F	4	
